# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"73","G1","4","121566.68","27422.98","143499.39"
"74","G2","4","117811.98","27246.248","137101.19"
"75","G3","4","114821.195","24922.086","126888.664"
"76","G4","4","163120.95","27118.98","117374.01"
"77","G5","4","149453.94","24522.805","113023.375"
"78","G6","4","164140.08","26489.46","121682.4"
"79","G7","4","84938.03","23381.152","131063.48"
"80","G8","4","91163.94","24351.86","132642.31"
"81","G9","4","81262.01","18028.166","100924.7"
"82","G10","4","122599.77","22220.639","101384.414"
"83","G11","4","140149.3","26400.002","122295.016"
"84","G12","4","163459.23","28707.543","129385.39"
"85","H1","4","128566.125","30868.498","146818.11"
"86","H2","4","102640.76","26220.59","139329.88"
"87","H3","4","106870.586","23552.615","128224.555"
"88","H4","4","130595.445","26692.516","125923.82"
"89","H5","4","126933.805","25257.822","121005.64"
"90","H6","4","128284.414","24166.676","121128.164"
"91","H7","4","108194.4","24288.318","134857.22"
"92","H8","4","94078.1","23732.7","131440.53"
"93","H9","4","44996.08","9049.029","47428.793"
"94","H10","4","142008.42","26257.762","120491.234"
"95","H11","4","135049.53","26339.994","125231.21"
"96","H12","4","146944.5","27423.05","123128.8"
"1","A1","5","114083.36","23565.201","126784.01"
"2","A2","5","103539.74","23681.484","135980.8"
"3","A3","5","92022.2","23226.82","128151.734"
"4","A4","5","103053.72","23013.902","116420.1"
"5","A5","5","77896.62","20959.662","116342.08"
"6","A6","5","71593.68","19054.041","113930.21"
"7","A7","5","78424.39","21586.361","128240.16"
"8","A8","5","90274.52","24016.627","133513.23"
"9","A9","5","79616.8","21772.418","122015.87"
"10","A10","5","108385.84","21025.44","95826.18"
"11","A11","5","145556.66","27329.441","120517.75"
"12","A12","5","152885.84","29814.021","128583.76"
"13","B1","5","114957.69","26489.047","139889.55"
"14","B2","5","98374.54","24928.037","134974.78"
"15","B3","5","97708.93","24030.033","130005.484"
"16","B4","5","162754.5","28133.25","124137.1"
"17","B5","5","160195.7","26837.682","118250.04"
"18","B6","5","158544.8","26769.148","122295.88"
"19","B7","5","102958.49","23490.709","122128.32"
"20","B8","5","98038.51","22368.508","120843.375"
"21","B9","5","114536.72","24334.4","130384.164"
"22","B10","5","125339.664","23379.727","108685.76"
"23","B11","5","122072.01","22784.346","100355.21"
"24","B12","5","116290.73","24486.598","107428.91"
"25","C1","5","119235.945","26874.586","137964.97"
"26","C2","5","117216.336","28756.725","141073.53"
"27","C3","5","107761.25","26227.96","134249.5"
"28","C4","5","145452.08","27412.742","130583.39"
"29","C5","5","128368.55","24797.861","121214.734"
"30","C6","5","138863.94","26701.328","131806.23"
"31","C7","5","133999.58","27279.043","131457.78"
"32","C8","5","104323.2","26648.623","131082.61"
"33","C9","5","92744.516","23404.674","129064.44"
"34","C10","5","150290.95","27928.545","127833.016"
"35","C11","5","104340.35","20246.818","92581.5"
"36","C12","5","116206.2","22171.25","97527.445"
"37","D1","5","106582.81","26250.697","134335.9"
"38","D2","5","95107.664","24811.041","136188.73"
"39","D3","5","95697.43","24441.752","132072.69"
"40","D4","5","172176.52","28531.71","126962.01"
"41","D5","5","169369.12","27699.156","126209.055"
"42","D6","5","131787.64","21479.21","99421.734"
"43","D7","5","99300.15","25390.75","139151.44"
"44","D8","5","84629.72","22803.865","132431.4"
"45","D9","5","72178.76","20093.111","115942.44"
"46","D10","5","146210.0","26637.982","119106.72"
"47","D11","5","119772.92","23002.51","103952.46"
"48","D12","5","104014.94","20736.168","95072.4"
"49","E1","5","129756.34","26934.541","141024.61"
"50","E2","5","107268.63","25173.36","133892.94"
"51","E3","5","76013.97","19338.166","103499.29"
"52","E4","5","165780.0","29162.264","124305.47"
"53","E5","5","172378.66","27767.34","124278.43"
"54","E6","5","157611.08","25655.787","114801.25"
"55","E7","5","96285.93","25386.963","140361.73"
"56","E8","5","78700.74","20588.701","115063.83"
"57","E9","5","80628.99","21141.166","117526.805"
"58","E10","5","141001.1","27291.193","122838.98"
"59","E11","5","130163.4","24896.035","115079.46"
"60","E12","5","113051.52","22749.6","103683.53"
"61","F1","5","124695.914","27720.404","135947.02"
"62","F2","5","125086.15","27267.143","134364.08"
"63","F3","5","106449.07","21441.24","107445.45"
"64","F4","5","180344.89","27457.828","123297.875"
"65","F5","5","172021.9","27481.611","117000.76"
"66","F6","5","169129.4","25189.283","107640.22"
"67","F7","5","113827.445","27245.934","145500.83"
"68","F8","5","63152.664","17727.258","103269.32"
"69","F9","5","66434.46","17845.844","105108.28"
"70","F10","5","117701.12","21203.867","98779.96"
"71","F11","5","141786.3","26462.842","119941.42"
"72","F12","5","142145.22","27077.63","119993.65"
"73","G1","5","119497.02","26703.959","143807.5"
"74","G2","5","119356.05","27416.06","137263.27"
"75","G3","5","115578.83","25542.242","127179.34"
"76","G4","5","161740.36","27106.625","117634.805"
"77","G5","5","149999.55","24471.727","113257.305"
"78","G6","5","164547.02","26482.299","121460.836"
"79","G7","5","85029.0","23093.61","131035.42"
"80","G8","5","93112.234","24817.654","137069.44"
"81","G9","5","81096.83","18188.99","101428.63"
"82","G10","5","122346.17","22402.553","101528.52"
"83","G11","5","141414.0","27317.203","122510.375"
"84","G12","5","163869.9","28216.22","130100.87"
"85","H1","5","129187.54","30022.4","146924.75"
"86","H2","5","102629.38","26228.473","139624.17"
"87","H3","5","107805.29","24518.21","128479.44"
"88","H4","5","130807.586","26643.666","126154.984"
"89","H5","5","128004.01","24988.232","121266.62"
"90","H6","5","129202.52","25068.832","121554.48"
"91","H7","5","107491.29","25088.48","135752.86"
"92","H8","5","95057.5","24045.441","131684.53"
"93","H9","5","43737.258","9174.365","47509.555"
"94","H10","5","140614.2","26568.861","119958.2"
"95","H11","5","136402.77","27142.678","125430.68"
"96","H12","5","147478.39","28053.975","122935.6"
"1","A1","6","113201.68","24162.445","127130.52"
"2","A2","6","102772.8","23614.1","135949.23"
"3","A3","6","92423.0","23400.137","127607.3"
"4","A4","6","102457.664","22487.617","116195.06"
"5","A5","6","78214.58","21152.555","116413.92"
"6","A6","6","72812.63","19332.049","113794.72"
"7","A7","6","79760.1","21352.906","128741.305"
"8","A8","6","90432.49","24092.674","133926.38"
"9","A9","6","78460.36","22936.197","121897.77"
"10","A10","6","109048.93","21549.08","95680.84"
"11","A11","6","147297.83","28163.537","121157.1"
"12","A12","6","153171.92","30835.623","129315.95"
"13","B1","6","116085.41","27096.242","140056.72"
"14","B2","6","98421.55","24929.117","134794.98"
"15","B3","6","97255.79","24256.967","130242.1"
"16","B4","6","163942.33","27765.562","124126.69"
"17","B5","6","159175.42","26442.838","118096.12"
"18","B6","6","157564.44","26721.15","122514.0"
"19","B7","6","103767.32","23917.36","121866.93"
"20","B8","6","98520.64","21773.994","120985.25"
"21","B9","6","115058.45","24288.201","130562.81"
"22","B10","6","124020.08","23852.076","108011.44"
"23","B11","6","123159.64","22543.334","100163.28"
"24","B12","6","117644.65","23964.79","107834.39"
