"","Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","Ticks","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","IL.12","IRG6","CXCR3","IL.6","GBP2","CASP1","CXCL9","GAPDH","IDO1","IFNy","IL.10","IL.13","IL1RN","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Ct_mean","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","COCE","CEWE","ILWE","CECE","COWE","SICE","Host","FEC","SPL2","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp"
"553","AA_0597","F",14.0806,53.0336,2018,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","100","90","80","mm","mm","mm","dd","mm","mm",13,0.8,"15/09/18",0.049,0,NA,NA,0,0,"Felchower str. 15","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",18.11,87.7,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,82.5,"14/09/18",NA,"Negative",FALSE,-6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"504.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0
"554","AA_0598","M",14.0806,53.0336,2018,"d","m","m","m","m","d",NA,"m",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",12,0.8235294118,"15/09/18",0.0229,0,NA,NA,0,0,"Felchower str. 15","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",11.21,72.2,NA,0.0134,0.71,NA,NA,NA,NA,NA,0.0493,0.0513,74.3,"14/09/18",NA,"Negative",FALSE,-10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"300.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"555","AA_0599","M",12.4558,52.6308,2018,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"15/09/18",0.0135,0,NA,NA,0,0,"Semliner str. 1","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",9.85,67,NA,0.0101,0.16,NA,NA,NA,NA,NA,0.027,0.025,74.5,"14/09/18",NA,"Negative",FALSE,-9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"109.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"556","AA_0600","F",12.4558,52.6308,2018,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"15/09/18",0.0265,0,NA,NA,0,0,"Semliner str. 1","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",15.11,76.9,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,83.3,"14/09/18",NA,"Negative",FALSE,-8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"124.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"557","AA_0601","M",13.9631,53.0989,2018,"m","m","m","m",NA,"d","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.8571428571,"15/09/18",0.0292,0,NA,NA,0,0,"Chauseestr. 1","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",16.87,80.3,NA,0.0234,0.24,NA,NA,NA,NA,NA,0.0911,0.0939,75.3,"14/09/18",NA,"Negative",FALSE,-9.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.12,779,"319.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"558","AA_0602","M",13.0992,53.0689,2018,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"15/09/18",0.064,0,NA,NA,4,0,"Granseer str. 65","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",14.75,74.5,NA,0.0204,0.36,NA,NA,NA,NA,NA,0.0571,0.0575,81.9,"14/09/18",NA,"Negative",FALSE,-8.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"322.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,0
"559","AA_0603","F",12.4558,52.6308,2018,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"15/09/18",0.047,0,NA,NA,0,0,"Semliner str. 1","pregnant",0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",18.75,84,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,85.6,"14/09/18",NA,"Negative",FALSE,-10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"226.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"560","AA_0604","M",13.7306,52.2594,2018,"d","d","m","d","d","d","d","d","94","95/100","100","100","100","80","dd","dm","dd","dd","dd","mm",14,0.2,"15/09/18",0.0225,0,NA,NA,0,0,"Gusower feldweg 5","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",18.82,79.9,NA,0.0237,0.33,NA,NA,NA,NA,NA,0.0847,0.0843,81.8,"14/09/18",NA,"Negative",FALSE,-10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"159.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"561","AA_0605","M",14.0806,53.0336,2018,"d","m","m","m",NA,"d","m","m",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",12,0.8235294118,"15/09/18",0.0264,0,NA,NA,0,0,"Felchower str. 15","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",16.28,82,NA,0.0225,0.51,NA,NA,NA,NA,NA,0.0762,0.0766,73.3,"14/09/18",NA,"Negative",FALSE,-8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"342.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0
"562","AA_0606","F",14.0806,53.0336,2018,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","100","90","80","mm","mm","mm","dd","mm","mm",13,0.8,"15/09/18",0.0402,0,NA,NA,0,0,"Felchower str. 15","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",21.41,86.8,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,36.3,"14/09/18",NA,"Negative",FALSE,-8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"248.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"563","AA_0607","M",14.0744,52.9906,2018,"d","m","m","m","m","d","m","m","100","95","125","120","70/100","100","mm","mm","mm","mm","dm","dd",14,0.75,"15/09/18",0.0331,0,NA,NA,0,NA,"Gellmersdorfer str. 15","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",14.65,79.5,NA,0.0171,0.48,NA,NA,NA,NA,NA,0.0575,0.0615,70.7,"14/09/18",NA,"Negative",FALSE,-8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"273.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"564","AA_0608","M",14.0744,52.9906,2018,"d","m","m","m","m","d","m","m",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",13,0.8333333333,"15/09/18",0.42,0,NA,NA,0,0,"Gellmersdorfer str. 15","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",16.46,81,NA,0.0201,0.4,NA,NA,NA,NA,NA,0.0729,0.0745,75.2,"14/09/18",NA,"Negative",FALSE,-9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"128.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"565","AA_0609","F",13.7306,52.2594,2018,"d",NA,"mm","dd","dd","dd","dd","dd","100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",13,0.16,"15/09/18",0.05,0,NA,NA,0,0,"Gusower feldweg 5","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",20.82,85,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,83,"14/09/18",NA,"Negative",FALSE,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"206.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"566","AA_0609_E1","M",13.7306,52.2594,2018,"d","d","m","d","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","AA_0609_E2","M",13.7306,52.2594,2018,"d","d","m","d","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","AA_0609_E3","F",13.7306,52.2594,2018,"d",NA,"mm","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.1818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","AA_0610","F",14.0806,53.0336,2018,"d",NA,"mm","mm",NA,"dd",NA,"mm",NA,"95","125","100","90/100","80",NA,"mm","mm","dd","dm","mm",10,0.6842105263,"15/09/18",0.02,0,NA,NA,0,0,"Felchower str. 15","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",7.86,64,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,64,"14/09/18",NA,"Negative",FALSE,-9.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"622.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"570","AA_0611","F",14.0806,53.0336,2018,"d",NA,"mm","mm","mm","dd","mm","mm","94/100","95","125","100","90/100","80","dm","mm","mm","dd","dm","mm",13,0.72,"15/09/18",0.01,0,NA,NA,0,0,"Felchower str. 15","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",6.65,62,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,52,"14/09/18",NA,"Negative",FALSE,-8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,0,0
"571","AA_0612","F",14.0806,53.0336,2018,"d",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","100","90","80",NA,"mm","mm","dd","mm","mm",12,0.7826086957,"15/09/18",0.01,0,NA,NA,0,0,"Felchower str. 15","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",10.41,72,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,71,"14/09/18",NA,"Negative",FALSE,-9.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"165.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"572","AA_0613","F",12.4558,52.6308,2018,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"15/09/18",0.03,0,NA,NA,0,0,"Semliner str. 1","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",17.59,81,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,81,"14/09/18",NA,"Negative",FALSE,-9.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"73.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"573","AA_0614","F",12.4558,52.6308,2018,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"15/09/18",0.06,0,NA,NA,0,0,"Semliner str. 1","pregnant",2,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",24.66,90,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,80,"14/09/18",NA,"Negative",FALSE,-9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"150.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"574","AA_0615","F",12.4558,52.6308,2018,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"15/09/18",0.04,0,NA,NA,0,0,"Semliner str. 1","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",17.7,90,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,84,"14/09/18",NA,"Negative",FALSE,-14.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"90.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"575","AA_0616","F",13.7306,52.2594,2018,"d",NA,"mm","dd","dd","dd",NA,"dd","100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",12,0.1739130435,"15/09/18",0.04,0,NA,NA,0,0,"Gusower feldweg 5","pregnant",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",20,85,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,74,"14/09/18",NA,"Negative",FALSE,-8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"286.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"576","AA_0617","F",14.0806,53.0336,2018,"d",NA,"mm","mm","dd","dd",NA,"mm","100","95","125","100","90/100","80","mm","mm","mm","dd","dm","mm",12,0.652173913,"15/09/18",0.02,0,NA,NA,0,0,"Felchower str. 15","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",18.42,87,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,79,"14/09/18",NA,"Negative",FALSE,-7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"619.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,0,0
"577","AA_0618","F",13.7306,52.2594,2018,NA,NA,"mm","dd","dd","dd",NA,"dd","100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",11,0.1818181818,"15/09/18",0.04,0,NA,NA,0,0,"Gusower feldweg 5","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",20.65,87,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,76,"14/09/18",NA,"Negative",FALSE,-8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"141.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"578","AA_0619","F",13.7306,52.2594,2018,NA,NA,"mm","dd","dd",NA,NA,"dd","100","100","100","100","100","80","mm","dd","dd","dd","dd","mm",10,0.3,"15/09/18",0.04,0,NA,NA,0,0,"Gusower feldweg 5","pregnant",5,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",24.89,85,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,79,"14/09/18",NA,"Negative",FALSE,-9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"156.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"579","AA_0620","F",13.7306,52.2594,2018,"d",NA,"mm","dd","dd","dd","dd","dd","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm",13,0.16,"15/09/18",0.01,0,NA,NA,0,0,"Gusower feldweg 5","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",9.14,63,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,60,"14/09/18",NA,"Negative",FALSE,-7.81,NA,NA,-13.6733333333333,-7.85,-8.64,-7.49333333333333,-8.56666666666667,23.5767107812766,22.6686743042821,6.36096004816742,20.6848410325368,24.7575329243851,NA,17.3256240414413,19.5823210241219,12.3591245914876,25.6528173954643,12.5807894969324,15.9128966705619,13.4377495586743,NA,NA,21.3974523439238,11.2195581586608,13.3097844197545,16.145416913237,21.3246393305036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"221.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"580","AA_0621","F",14.0672,52.9767,2018,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","100","100","mm","mm","mm","mm","dd","dd",13,0.72,"15/09/18",0.01,0,NA,NA,0,0,"Am stadtberg 2, 16278","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",9.44,77,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,57,"14/09/18",NA,"Negative",FALSE,-9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"242.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"581","AA_0622","F",13.66,52.7369,2018,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"15/09/18",0.06,0,NA,NA,0,0,"Dorfstrasse 2, 16359","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",12.89,70,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,65,"14/09/18",NA,"Negative",FALSE,-7.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"670.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,0
"582","AA_0623","M",13.66,52.7369,2018,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"15/09/18",0.02,0,NA,NA,0,0,"Dorfstrasse 2, 16359","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,37383.18,8,"dom",11.63,69,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,60,"14/09/18",NA,"Negative",TRUE,-6.78,NA,NA,-13,-7.56,-11.1633333333333,-10.5666666666667,-9.33666666666667,NA,17.1899597730079,6.85040620206416,16.9908474860247,25.4893986154064,NA,11.6935997052226,18.0243538110344,12.0868324509219,22.5201306795694,11.2369027219321,12.9495350044347,18.1062048007501,24.7292542861644,NA,22.2622477847423,NA,12.564367500206,17.5865651633766,21.6330260383781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"207.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"583","AA_0624","M",12.4558,52.6308,2018,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"15/09/18",0.04,0,NA,NA,0,0,"Semliner str. 1","juvenile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"dom",11.93,70,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,72,"14/09/18",NA,"Negative",FALSE,-8.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"379.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"584","AA_0625","M",14.0939,53.0706,2018,"m","m","m","m","m","m","m","m","94","95","125","120","90/100","80","dd","mm","mm","mm","dm","mm",14,0.85,"16/09/18",0.0412,0,NA,NA,0,0,"Landiner str. 1","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"mus",13.6,71.8,NA,0.0158,0.14,NA,NA,NA,NA,NA,0.0567,0.059,75.6,"15/09/18",NA,"Negative",FALSE,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"294.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60,0,0
