"","Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","Ticks","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","IL.12","IRG6","CXCR3","IL.6","GBP2","CASP1","CXCL9","GAPDH","IDO1","IFNy","IL.10","IL.13","IL1RN","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Ct_mean","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","COCE","CEWE","ILWE","CECE","COWE","SICE","Host","FEC","SPL2","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp"
"1359","SK_3099","F",13.4411,52.8758,2015,"d",NA,"dd","dd","dd","dd","dd","dm","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"10/7/15",0.0361,0,NA,NA,NA,NA,"Hammer 18",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",14.56,77.4,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,82.4,"10/6/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,NA
"1360","SK_3100","F",13.595,53.1158,2015,"m",NA,"mm","mm","mm","dd","mm","dm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",13,0.84,"10/7/15",0.038,0,NA,NA,NA,NA,"Milmersdorfer Chaussee 47",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.63,76.6,NA,NA,0.089,NA,NA,NA,NA,NA,NA,NA,81.6,"10/6/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"1361","SK_3101","F",13.595,53.1158,2015,"m",NA,"mm","mm","mm","dm","mm","dm","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",13,0.84,"10/7/15",0.0186,0,NA,NA,NA,NA,"Milmersdorfer Chaussee 47",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",12.71,73.1,NA,NA,0.193,NA,NA,NA,NA,NA,NA,NA,76.9,"10/6/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1362","SK_3102","F",13.595,53.1158,2015,"m",NA,"mm","mm","mm","dm","mm","dm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",13,0.88,"10/7/15",0.0172,0,NA,NA,NA,NA,"Milmersdorfer Chaussee 47",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",14.67,74.5,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,"10/6/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1363","SK_3103","M",13.4458,53.0478,2015,"d","m","m","m","m","d","m","m","94","95/100","100/125","120","100","100","dd","dm","dm","mm","dd","dd",14,0.5,"10/8/15",0.0311,1,"m",NA,NA,NA,"Storkow 17",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.53,76,NA,NA,0.229,NA,NA,NA,NA,0.0916,NA,NA,70.1,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1364","SK_3104","M",14.1206,52.7547,2015,"d","m","m","m","m","m","m","m","100","100","125","120","70/90","80","mm","dd","mm","mm","mm","mm",14,0.85,"10/8/15",0.0327,0,NA,NA,NA,NA,"Neugaul 21",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",20.46,84,NA,NA,0.285,NA,NA,NA,NA,0.2089,NA,NA,73.4,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1365","SK_3105","F",13.4542,53.1478,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",13,0.88,"10/8/15",0.0471,0,NA,NA,NA,NA,"Albertshof 4",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.81,85,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA,75,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1366","SK_3106","F",13.4458,53.0478,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","100","120","90","80","mm","mm","dd","mm","mm","mm",13,0.8,"10/8/15",0.0444,0,NA,NA,NA,NA,"Storkow 17",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",18.26,89.2,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA,77.9,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,100,0,NA
"1367","SK_3107","M",13.3994,52.7969,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"10/8/15",0.0266,0,"d",NA,NA,NA,"Zehlendorf 1",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",16.11,75.8,NA,NA,0.231,NA,NA,NA,NA,0.1446,NA,NA,86.3,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,NA
"1368","SK_3108","F",14.1206,52.7547,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",13,0.84,"10/8/15",0.0494,0,NA,NA,NA,NA,"Neugaul 21",NA,NA,NA,TRUE,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",19.03,86.5,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA,83.9,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,NA
"1369","SK_3109","F",14.0569,52.8092,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,0.88,"10/8/15",0.0235,0,NA,NA,NA,NA,"Schiffmühle 29",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",8.64,61.2,NA,NA,0.123,NA,NA,NA,NA,NA,NA,NA,63.1,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1370","SK_3110","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","m","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm",14,0.9,"10/8/15",0.0369,0,"m",NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",9.8,63.8,NA,NA,0.06,NA,NA,NA,NA,0.0083,NA,NA,67.7,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1371","SK_3111","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","d","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,0.9,"10/8/15",0.0248,0,"m",NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.96,78.8,NA,NA,0.209,NA,NA,NA,NA,0.1158,NA,NA,78.2,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA
"1372","SK_3112","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","dm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.88,"10/8/15",0.0586,0,NA,NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.36,78.8,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,76.3,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1373","SK_3113","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","100","125","120","90","80/100","mm","dd","mm","mm","mm","dm",13,0.8,"10/8/15",0.0253,0,NA,NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",12.32,70.6,NA,NA,0.223,NA,NA,NA,NA,NA,NA,NA,61.9,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1374","SK_3114","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",14,0.85,"10/8/15",0.0521,0,"m",NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",20.82,83.8,NA,NA,0.381,NA,NA,NA,NA,0.1008,NA,NA,NA,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93,0,NA
"1375","SK_3115","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","d","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,13,0.888888889,"10/8/15",0.0236,0,"m",NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",10.44,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1376","SK_3116","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","dd","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.84,"10/8/15",0.0543,0,NA,NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",19.35,90.8,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA,84.2,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,NA
"1377","SK_3117","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.92,"10/8/15",0.0524,0,NA,NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.64,78.1,NA,NA,0.158,NA,NA,NA,NA,NA,NA,NA,72.5,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA
"1378","SK_3118","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125/155","120","90","80","mm","mm","mm","mm","mm","mm",13,0.92,"10/8/15",0.0452,0,NA,NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",19.07,87.7,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,77.4,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1379","SK_3119","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","94","95/100","125","120","90/100",NA,"dd","dm","mm","mm","dm",NA,12,0.739130435,"10/8/15",0.0538,0,NA,NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.13,81.7,NA,NA,0.218,NA,NA,NA,NA,NA,NA,NA,80.3,"10/7/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1380","SK_3120","F",14.1189,52.8367,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","70/90",NA,"mm","mm","mm","mm","mm",NA,12,0.956521739,"10/8/15",0.0392,0,NA,NA,NA,NA,"Hohenwutzen 30",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.72,75.6,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,70.3,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1381","SK_3121","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","d","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",14,0.8,"10/8/15",0.0368,0,NA,NA,NA,NA,"Gielsdorf 68",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",3,0,0,0,0,3,0,1,0.875,0.1,7e+05,8,"mus",18.95,84,NA,NA,0.125,NA,NA,NA,NA,0.0548,NA,NA,81.7,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA
"1382","SK_3122","M",13.666418,52.733898,2015,"d","d","d","d","d","d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",14,0.05,"10/9/15",0.0431,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",18.88,79.1,NA,NA,0.156,NA,NA,NA,NA,0.0829,NA,NA,85.1,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA
"1383","SK_3123","M",13.666418,52.733898,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"10/9/15",0.0332,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",15.29,75.9,NA,NA,0.224,NA,NA,NA,NA,0.0458,NA,NA,85.3,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1384","SK_3124","F",13.666418,52.733898,2015,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"10/9/15",0.0477,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",17.74,80.2,NA,NA,0.204,NA,NA,NA,NA,NA,NA,NA,83.6,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1385","SK_3125","F",13.666418,52.733898,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"10/9/15",0.0657,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",23.24,90.2,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,84,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,0,NA
"1386","SK_3126","M",13.666418,52.733898,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"10/9/15",0.0302,0,"d",NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",9,7,10,8,10,12,8,10,9.25,0.1,3670634.92063492,8,"dom",16.48,77.8,NA,NA,0.252,NA,NA,NA,NA,0.0259,NA,NA,86.9,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA
"1387","SK_3127","M",13.666418,52.733898,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"10/9/15",0.0456,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",47,49,27,32,30,36,32,54,38.375,0.1,20304232.8042328,8,"dom",13.49,72.8,NA,NA,0.189,NA,NA,NA,NA,0.0075,NA,NA,79.1,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA
"1388","SK_3128","F",13.666418,52.733898,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"10/9/15",0.0348,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",21.34,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,NA
"1389","SK_3129","F",13.666418,52.733898,2015,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"10/9/15",NA,0,NA,NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",20.81,85.6,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,81.5,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,NA
"1390","SK_3130","M",13.666418,52.733898,2015,"d","d","d","m","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0.05,"10/9/15",0.0344,0,"d",NA,NA,NA,"Danewitz 22",NA,NA,NA,NA,NA,NA,"Alice","Jan2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",20.37,81.5,NA,NA,0.197,NA,NA,NA,NA,0.1386,NA,NA,78.1,"10/8/15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,0,NA
