"","Mouse_ID","Transect","Sex","Latitude","Longitude","Year","HI","HI_NLoci","HI_Level","Code","UTM_X","UTM_Y","Dist0","Region","mtBamH","YNPAR","X332","X347","Date","Plate","Tested_by","Machine","Measurements","Ct_1_Ep","Ct_2_Ep","Ct_1_Ep_Real_Pred","Ct_2_Ep_Real_Pred","Ct_believable","Ct_Ep_Consistent","believable_Ct_value","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Ct_mean_1_ABI","Ct_mean_2_ABI","Ct_mean_3_ABI","Ct_1_ABI","Ct_2_ABI","Ct_3_ABI","Ct_4_ABI","Ct_5_ABI","Ct_6_ABI","Ct_mean_2_ABI.1","Ct_7_ABI","Ct_8_ABI","Ct_9_ABI","Ct_mean_3_ABI.1","StDev","Oocyst_Predict","Oocyst_Level","X65","Tsx","Btk","Syap1","CH4.141I14","ABP","CH17.106","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","X.68083956","X.1100571637","X.160150056","CH1.3218496","CH1.88355483","CH1.174165495","CH2.78718859","CH2.178792933","CH3.93284352","CH4.26556226","CH4.111202181","CH5.51550602","CH5.139601762","CH6.78506201","CH7.28099419","CH7.119929024","CH8.65270824","CH9.19429660","CH9.116447684","CH10.80265834","CH11.33380600","CH11.114735409","CH12.92508752","CH13.85661595","CH14.68404286","CH15.24396901","CH16.6056050","CH17.10247113","CH18.14214601","CH19.16098801","BW","L","LCd","Spleen","Sperm","Dissociated","Defect","HI_State","Location","mus_caught","Crypto_mus_caught"
"38","AA_0236","HZ_MV","F",53.9403,11.6072,2017,0.957,12,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.94,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"39","AA_0242","HZ_BR","M",52.8075,14.0378,2017,0.9,14,NA,"SCHIFF6",435.1403836,5851.290699,15.33870171,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","70","80/100","mm","mm","mm","mm","mm","dm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97,79.7,68.9,0.0285,32,23.03,3,NA,"52.8075,14.0378",1,NA
"40","AA_0245","HZ_BR","M",52.2225,13.6025,2017,0.1,14,NA,"BESTE6",404.5395937,5786.706013,-22.39168773,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.13,87,NA,0.0495,47,12.11,3.139,NA,"52.2225,13.6025",33,5
"41","AA_0253","HZ_BR","F",52.2225,13.6025,2017,0.1,10,NA,"BESTE6",404.5395937,5786.706013,-22.39168773,"dom","","","","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","","mm","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.71,85.4,81,NA,NA,NA,NA,NA,"52.2225,13.6025",33,5
"42","AA_0254","HZ_BR","M",52.2458,13.5994,2017,0,13,NA,"MARIEH",404.3779365,5789.301504,-22.8280233,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.46,82,79.1,NA,NA,NA,NA,"pure Mmd","52.2458,13.5994",8,NA
"43","AA_0262","HZ_BR","F",52.2458,13.5994,2017,0,13,NA,"MARIEH",404.3779365,5789.301504,-22.8280233,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,87.6,83.4,0.08,NA,NA,NA,"pure Mmd","52.2458,13.5994",8,NA
"44","AA_0267","HZ_BR","F",52.9217,13.5472,2017,0.08,13,NA,"SCHORF16",402.3286083,5864.548366,-3.361974432,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.24,79.5,84.2,0.04,NA,NA,NA,NA,"52.9217,13.5472",6,NA
"45","AA_0287","HZ_BR","M",52.6053,13.8756,2017,0.9,14,NA,"GIEL68",423.8560429,5828.958491,1.2267614,"mus","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","m","d",NA,NA,NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89,65.9,60.5,0.02,NA,NA,NA,NA,"52.6053,13.8756",56,1
"46","AA_0293","HZ_BR","F",53.1406,13.7586,2017,0.88,13,NA,"ORTB7",416.9618934,5888.63111,24.63065651,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.69,74.8,74.7,NA,NA,NA,NA,NA,"53.1406,13.7586",13,NA
"47","AA_0294","HZ_BR","M",52.7914,14.1161,2017,0.7,14,NA,"CROU17",440.3962753,5849.432084,20.11293874,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"94","100","100/125","120","70","80","dd","dd","dm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,54,51,NA,NA,NA,NA,NA,"52.7914,14.1161",10,2
"48","AA_0302","HZ_BR","M",52.497666,13.676085,2017,0.389,13,NA,"HOPPE1",410.1271812,5817.231089,-13.78376337,"DyM","d","m","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"94/100","","100/125","100","100","100","dm","","dm","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,84.3,96.6,0.0205,49,23.93,50,NA,"52.497666,13.676085",10,1
"49","AA_0304_E1","HZ_BR","M",52.4978,13.6761,2017,0.714,7,NA,"HOPPE1",410.1271812,5817.231089,-13.78376337,"DyM","d","m","","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.4978,13.6761",23,NA
"50","AA_0304_E2","HZ_BR","M",52.4978,13.6761,2017,0.667,6,NA,"HOPPE1",410.1271812,5817.231089,-13.78376337,"DyM","d","m","","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","",NA,NA,NA,"","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.4978,13.6761",23,NA
"51","AA_0320","HZ_BR","M",51.8978,13.8103,2017,0.056,13,NA,"DUBEN24",418.1419844,5750.340142,-2.835176149,"DyM","d","m","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","","100","100","100","100","dd","","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.37,79.2,84.3,0.0509,38,6.63,3.333,NA,"51.8978,13.8103",2,NA
"52","AA_0321","HZ_BR","M",53.1119,13.4622,2017,0.895,13,NA,"DORETT",397.0681359,5885.823512,10.23372345,"mus","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","d","m","m",NA,NA,NA,"100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42,69.6,65.2,0.0335,10,15.91,11.111,NA,"53.1119,13.4622",3,NA
"53","AA_0329","HZ_BR","M",51.9661,14.0189,2017,1,14,NA,"BRIES23",432.596876,5757.722328,10.13157747,"mus","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.09,80.2,80.3,0.0206,30.1,21.02,7.006,"pure Mmm","51.9661,14.0189",2,NA
"54","AA_0330","HZ_BR","M",52.5692,13.9906,2014,0.895,13,NA,"HOHST14",431.5873846,5824.827887,8.394225747,"mus","d","","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","m","m","m",NA,NA,NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72,82.7,77.9,0.0206,29.7,16.13,3.871,NA,"52.5692,13.9906",1,NA
"55","AA_0331","HZ_BR","F",53.1153,13.4781,2017,0.957,12,NA,"TEMPL1",398.1404,5886.179,11.17101,"mus","m","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","mm","mm","mm",NA,NA,NA,"","95","125","120","90/100","80","","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.77,80.9,75.9,0.036,NA,NA,NA,NA,"53.1153,13.4781",4,1
"56","AA_0332","HZ_BR","F",53.1153,13.4781,2017,0.957,12,NA,"TEMPL1",398.1404,5886.179,11.17101,"mus","m","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dm","mm","mm",NA,NA,NA,"","95","125","120","90","80","","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.89,82.6,76.3,0.0306,NA,NA,NA,NA,"53.1153,13.4781",4,1
"57","AA_0334","HZ_BR","M",52.6825,14.0078,2017,0.947,13,NA,"HARN58",432.9265414,5837.414112,11.22873815,"mus","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","","m",NA,NA,NA,"100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.16,73.3,68.4,0.0209,28.1,24.68,3.797,NA,"52.6825,14.0078",1,NA
"58","AA_0335","HZ_BR","F",51.9744,14.0542,2017,0.84,13,NA,"KLEINE",435.0339921,5758.61332,12.37785928,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","mm","mm","mm",NA,NA,NA,"100","95","100","120","70","80/100","mm","mm","dd","mm","mm","dm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65,76.7,74.7,0.0297,NA,NA,NA,NA,"51.9744,14.0542",1,NA
"59","AA_0336","HZ_BR","M",53.1153,13.4781,2017,0.944,13,NA,"TEMPL1",398.1404,5886.179,11.17101,"mus","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","m","m","m",NA,NA,NA,"","95","125","120","70/90","80","","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,55.3,53.1,0.0103,NA,NA,NA,NA,"53.1153,13.4781",4,1
"60","AA_0341","HZ_BR","F",53.1275,13.4864,2017,0.913,12,NA,"TEMPL28",398.7245,5887.524,12.59185,"mus","m","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","",NA,NA,NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,80.1,63.7,0.0334,NA,NA,NA,NA,"53.1275,13.4864",11,5
"61","AA_0349","HZ_BR","F",53.0497,13.4408,2017,0.696,12,NA,"STORK84",395.4853,5878.936,3.821029,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","dm",NA,NA,NA,"94","95","100/125","120","","80","dd","mm","dm","mm","","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.27,91,73.7,0.03,NA,NA,NA,NA,"53.0497,13.4408",18,9
"62","AA_0361","HZ_BR","M",53.1275,13.4864,2017,0.944,13,NA,"TEMPL28",398.7245,5887.524,12.59185,"mus","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","d","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.62,86.1,86.1,0.0601,48.7,13.03,4.622,NA,"53.1275,13.4864",11,5
"63","AA_0362","HZ_BR","M",52.0172,14.1442,2017,0.9,14,NA,"GUHL29",441.2719106,5763.29696,17.71923258,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.11,82.8,78.6,NA,NA,NA,NA,NA,"52.0172,14.1442",10,4
"64","AA_0363","HZ_BR","M",52.2761,13.8975,2017,0.2,14,NA,"BERGH2",424.7804603,5792.320016,-2.246526538,"DyM","d","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,74.2,NA,NA,NA,NA,NA,NA,"52.2761,13.8975",15,NA
"65","AA_0364","HZ_BR","F",52.2761,13.8975,2017,0.231,13,NA,"BERGH2",424.7804603,5792.320016,-2.246526538,"DyM","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dm","dd","dd",NA,NA,NA,"94","95/100","100/125","100","100","80","dd","dm","dm","dd","dd","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,85.4,89.2,NA,NA,NA,NA,NA,"52.2761,13.8975",15,NA
"66","AA_0373","HZ_BR","F",52.2761,13.8975,2017,0.2,13,NA,"BERGH2",424.7804603,5792.320016,-2.246526538,"DyM","d","","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","95","100","100/120","100","100","dd","mm","dd","dm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.69,91.3,86.2,0.0287,NA,NA,NA,NA,"52.2761,13.8975",15,NA
"67","AA_0382","HZ_BR","F",52.2761,13.8975,2017,0.44,13,NA,"BERGH2",424.7804603,5792.320016,-2.246526538,"DyM","d","","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","dd","dd",NA,NA,NA,"100","95/100","100/125","100","90/100","80","mm","dm","dm","dd","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.14,92.6,81.2,0.0769,NA,NA,NA,NA,"52.2761,13.8975",15,NA
"68","AA_0386","HZ_BR","M",52.2761,13.8975,2017,0.4,14,NA,"BERGH2",424.7804603,5792.320016,-2.246526538,"DyM","d","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","d","d",NA,NA,NA,"100","95/100","100","100","100","80","mm","dm","dd","dd","dd","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,64.5,58.5,0.0118,NA,NA,NA,NA,"52.2761,13.8975",15,NA
"69","AA_0389","HZ_BR","M",52.0172,14.1442,2017,0.65,14,NA,"GUHL29",441.2719106,5763.29696,17.71923258,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"94","95","125","120","100","100","dd","mm","mm","mm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33,81.5,75,0.033,NA,NA,NA,NA,"52.0172,14.1442",10,4
"70","AA_0391","HZ_BR","M",52.0747,14.1808,2017,0.833,13,NA,"SAW10",443.855596,5769.663226,19.17980089,"mus","m","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","m","m","m",NA,NA,NA,"100","95","125","120","70","100","mm","mm","mm","mm","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.73,80,70.9,0.0321,21.1,17.95,8.451,NA,"52.0747,14.1808",12,7
"71","AA_0396","HZ_BR","F",52.0172,14.1442,2017,0.826,12,NA,"GUHL29",441.2719106,5763.29696,17.71923258,"mus","d","","mm","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","mm","mm","mm",NA,NA,NA,"100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,77.1,71.8,0.05,NA,NA,NA,NA,"52.0172,14.1442",10,4
"72","AA_0400","HZ_BR","F",52.0892,14.1736,2017,0.84,13,NA,"SABR6",443.3804991,5771.281529,18.43754814,"mus","m","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dm","dm","dm",NA,NA,NA,"100","95/100","125","120","70/90","80","mm","dm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63,64.5,47.5,0.01,NA,NA,NA,NA,"52.0892,14.1736",4,1
"73","AA_0411","HZ_BR","F",52.276343,13.897624,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.276343,13.897624",2,NA
