# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","FAM","ROX"
"8","A8","3","80154.83","132721.92"
"8","A8","4","81445.45","133138.56"
"8","A8","5","81759.555","133573.86"
"8","A8","6","81594.92","133948.77"
"8","A8","7","81356.59","134199.83"
"8","A8","8","81001.71","134680.69"
"8","A8","9","80903.08","134813.98"
"8","A8","10","81196.664","134808.81"
"8","A8","11","81180.07","134797.52"
"8","A8","12","81241.47","134644.03"
"8","A8","13","81455.945","134392.14"
"8","A8","14","82012.34","134194.62"
"8","A8","15","81856.35","134132.73"
"8","A8","16","81167.87","134095.6"
"8","A8","17","80861.35","133915.95"
"8","A8","18","80866.97","133689.05"
"8","A8","19","81426.945","133393.2"
"8","A8","20","81613.26","133213.02"
"8","A8","21","81881.34","133135.97"
"8","A8","22","82047.805","133061.05"
"8","A8","23","82009.836","133218.23"
"8","A8","24","81757.89","133321.14"
"8","A8","25","81279.195","133330.31"
"8","A8","26","81331.516","133422.23"
"8","A8","27","82377.234","133226.98"
"8","A8","28","82292.92","133041.52"
"8","A8","29","81361.61","132949.92"
"8","A8","30","81274.914","133001.98"
"8","A8","31","82205.414","132850.36"
"8","A8","32","82141.97","132587.31"
"8","A8","33","81324.09","132575.39"
"8","A8","34","80565.08","132998.88"
"8","A8","35","80595.24","132732.72"
"8","A8","36","81558.35","132372.97"
"8","A8","37","81386.41","132273.39"
"8","A8","38","81359.19","132449.19"
"8","A8","39","82090.76","132537.7"
"8","A8","40","82135.83","132546.98"
"9","A9","1","69895.69","120383.88"
"9","A9","2","69932.336","120443.94"
"9","A9","3","70318.64","120994.04"
"9","A9","4","70458.27","121537.91"
"9","A9","5","70829.88","121960.97"
"9","A9","6","71089.73","121966.5"
"9","A9","7","72035.914","121974.51"
"9","A9","8","72141.61","122154.586"
"9","A9","9","71825.414","122127.34"
"9","A9","10","71773.08","122290.984"
"9","A9","11","72229.38","122534.6"
"9","A9","12","72259.875","122449.8"
"9","A9","13","72391.07","122307.89"
"9","A9","14","72613.125","122212.65"
"9","A9","15","72735.25","122344.016"
"9","A9","16","72057.766","122327.234"
"9","A9","17","71759.02","122129.09"
"9","A9","18","72070.21","122026.664"
"9","A9","19","73361.85","122166.04"
"9","A9","20","73028.75","122075.0"
"9","A9","21","72737.55","121916.414"
"9","A9","22","72617.44","121837.92"
"9","A9","23","72019.79","121989.16"
"9","A9","24","71874.05","121956.88"
"9","A9","25","72278.61","122005.09"
"9","A9","26","72472.02","121933.695"
"9","A9","27","73264.086","121939.734"
"9","A9","28","73307.125","121879.94"
"9","A9","29","72937.36","121768.41"
"9","A9","30","72809.55","121725.914"
"9","A9","31","73138.25","121655.03"
"9","A9","32","73066.23","121751.266"
"9","A9","33","72513.375","121856.66"
"9","A9","34","72363.41","121870.51"
"9","A9","35","72729.85","121871.0"
"9","A9","36","72669.17","121731.1"
"9","A9","37","72497.24","121503.07"
"9","A9","38","72454.95","121401.12"
"9","A9","39","73064.89","121539.35"
"9","A9","40","73892.87","121728.12"
"10","A10","1","100734.79","94389.25"
"10","A10","2","101387.9","94667.92"
"10","A10","3","101760.086","95084.28"
"10","A10","4","102354.3","95491.03"
"10","A10","5","102493.02","95769.31"
"10","A10","6","102876.25","95737.95"
"10","A10","7","102760.164","95809.19"
"10","A10","8","102363.98","96047.19"
"10","A10","9","102277.09","96096.72"
"10","A10","10","102709.3","96276.836"
"10","A10","11","102730.55","96306.54"
"10","A10","12","102920.83","96458.61"
"10","A10","13","103276.01","96260.05"
"10","A10","14","103633.77","96136.93"
"10","A10","15","103618.914","96310.09"
"10","A10","16","103159.2","96312.78"
"10","A10","17","102901.99","96323.016"
"10","A10","18","102866.54","96198.695"
"10","A10","19","102899.1","96085.945"
"10","A10","20","102807.055","95954.0"
"10","A10","21","102723.13","95955.62"
"10","A10","22","102884.46","96084.016"
"10","A10","23","102485.14","96056.44"
"10","A10","24","102340.805","95981.17"
"10","A10","25","102641.36","96026.51"
"10","A10","26","102468.71","95928.46"
"10","A10","27","102493.25","95875.086"
"10","A10","28","103235.13","95858.234"
"10","A10","29","103018.766","95903.17"
"10","A10","30","102645.766","95902.33"
"10","A10","31","102056.32","95901.016"
"10","A10","32","102040.48","96082.99"
"10","A10","33","102984.72","96037.39"
"10","A10","34","103157.766","95801.695"
"10","A10","35","102409.8","95690.03"
"10","A10","36","102287.94","95826.55"
"10","A10","37","102990.1","95728.83"
"10","A10","38","103004.03","95437.34"
"10","A10","39","103154.76","95311.5"
"10","A10","40","104332.195","95416.26"
"11","A11","1","136664.81","118604.164"
"11","A11","2","137142.5","119094.06"
"11","A11","3","137439.78","120010.53"
"11","A11","4","138018.73","120511.875"
"11","A11","5","138344.36","120638.13"
"11","A11","6","139417.64","121134.836"
"11","A11","7","139382.64","121547.69"
"11","A11","8","139283.62","121478.836"
"11","A11","9","139975.34","121463.66"
"11","A11","10","140950.92","121482.99"
"11","A11","11","140748.17","121556.32"
"11","A11","12","140324.48","121854.99"
"11","A11","13","140136.45","121866.42"
"11","A11","14","140395.55","121647.35"
"11","A11","15","140582.73","121444.5"
"11","A11","16","139853.38","121463.54"
"11","A11","17","139633.3","121671.26"
"11","A11","18","140072.11","121587.45"
"11","A11","19","140292.47","121609.32"
"11","A11","20","141266.4","121565.94"
"11","A11","21","141313.48","121355.85"
"11","A11","22","141361.48","121122.82"
"11","A11","23","142199.84","121047.945"
"11","A11","24","141437.39","121458.58"
