Mouse_ID,qPCR_Date,Plate,Tested_by,Machine,Measurements,Ct_1_Ep,Ct_2_Ep,Ct_1_Ep_Real_Pred,Ct_2_Ep_Real_Pred,Ct_believable,Ct_Ep_Consistent,believable_Ct_value,Ct_mean,Ct_mean_Ep,Ct_mean_ABI,Ct_mean_1_ABI,Ct_mean_2_ABI,Ct_mean_3_ABI,Ct_1_ABI,Ct_2_ABI,Ct_3_ABI,Ct_4_ABI,Ct_5_ABI,Ct_6_ABI,Ct_7_ABI,Ct_8_ABI,Ct_9_ABI,StDev,Oocyst_Predict
AA_0592,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0593,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0594,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0595,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0596,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0597,2018,0,YVT,Eppendorf,1,22.55,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.28,0
AA_0598,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0599,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0600,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0601,2018,0,YVT,Eppendorf,1,32.57,34.23,FALSE,FALSE,FALSE,33.4,0,33.4,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,645
AA_0601,2018,0,YVT,Eppendorf,1,33.02,32.66,FALSE,FALSE,FALSE,32.84,0,32.84,32.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,942
AA_0602,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0603,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0604,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0605,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0606,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0607,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0608,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0609,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0610,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0612,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0613,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0614,2018,0,YVT,Eppendorf,1,19.14,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57,0
AA_0615,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0616,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0617,2018,0,YVT,Eppendorf,1,37.09,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.55,0
AA_0618,2018,0,YVT,Eppendorf,1,5.08,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,0
AA_0619,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0620,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0621,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0622,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0623,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0624,2018,0,YVT,Eppendorf,1,32.94,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.47,0
AA_0625,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0626,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0627,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0628,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0629,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0630,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0632,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0633,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0634,2018,0,YVT,Eppendorf,1,39.04,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.52,0
AA_0635,2018,0,YVT,Eppendorf,1,7.61,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,0
AA_0636,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0637,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0638,2018,0,YVT,Eppendorf,1,37.25,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.63,0
AA_0639,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0640,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0641,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0642,2018,0,YVT,Eppendorf,1,4.23,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,0
AA_0643,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0644,2018,0,YVT,Eppendorf,1,35.61,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.81,0
AA_0645,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0647,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0648,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0649,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0650,2018,0,YVT,Eppendorf,1,36.56,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.28,0
AA_0651,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0652,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0653,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0654,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0655,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0656,2018,0,YVT,Eppendorf,1,7.41,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,0
AA_0657,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0658,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0659,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0660,2018,0,YVT,Eppendorf,1,37.79,34.9,FALSE,FALSE,FALSE,36.34,0,36.34,36.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,88
AA_0661,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0662,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0663,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0664,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0666,2018,0,YVT,Eppendorf,1,29.95,30.08,TRUE,TRUE,TRUE,30.02,30.02,30.02,30.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,6362
AA_0667,2018,0,YVT,Eppendorf,1,29.39,29.58,TRUE,TRUE,TRUE,29.49,29.49,29.49,29.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,9109
AA_0668,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0669,2018,0,YVT,Eppendorf,1,32.03,31.52,FALSE,FALSE,FALSE,31.77,0,31.77,31.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1945
AA_0670,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0671,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0672,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0673,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0674,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0675,2018,0,YVT,Eppendorf,1,9.02,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51,0
AA_0676,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0677,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0678,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0679,2018,0,YVT,Eppendorf,1,33.99,33.82,FALSE,FALSE,FALSE,33.91,0,33.91,33.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,457
AA_0680,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0681,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,38.17,0,NA,NA,NA,15.58,0
AA_0682,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0686,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0687,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0690,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,31.21169417,31.21169417,NA,31.21169417,31.13338834,31.29,NA,31.30812966,30.95656316,31.13547219,31.4,31.09,31.38,NA,NA,NA,0.18,3000
AA_0695,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0700,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,36.77,0,NA,NA,NA,15.01,0
AA_0715,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0722,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0725,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0741,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0745,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0759,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,30.55156989,30.55156989,NA,30.55,30.71,30.39,NA,30.77330416,30.70163299,30.66448218,30.34,30.4,30.43,NA,NA,NA,0.18,3987
AA_0769,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0770,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0772,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,37.95971846,0,0,0,0,NA,NA,NA,15.5,0
AA_0789,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0791,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0805,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,29.68846904,29.68846904,NA,29.68846904,29.69693808,29.68,NA,29.75638787,29.61568032,29.71874605,30.62,29.35,29.07,NA,NA,NA,0.52,7901
AA_0808,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0846,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0847,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,37.33,NA,NA,NA,15.24,0
AA_0853,3/8/2021,1+1,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0696,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0703,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,33.74005314,33.74005314,NA,33.74166667,34.23,33.25333333,NA,34.73285706,33.96615912,33.98130265,33.36,33.25,33.15,NA,NA,NA,0.6,368
AA_0704,3/9/2021,2+2+5,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0710,3/9/2021,4,Tes,Quantstudio1,1,NA,NA,TRUE,TRUE,TRUE,NA,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0
AA_0718,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0720,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0735,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0739,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,33.70851673,33.70851673,NA,33.71,33.39,34.03,NA,33.02801271,33.84540125,33.28768641,34,34.07,34.02,NA,NA,NA,0.44,649
AA_0740,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0743,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0755,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,33.7757056,33.7757056,NA,33.77666667,34.17,33.38333333,NA,34.04114151,34.678407,33.78468512,33.14,33.71,33.3,NA,NA,NA,0.55,383
AA_0761,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0764,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0765,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0768,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0774,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0783,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0790,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0804,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,32.84825069,32.84825069,NA,32.84666667,32.63,33.06333333,NA,32.52446773,32.51602118,32.85901525,33.15,33.06,32.98,NA,NA,NA,0.27,1086
AA_0821,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,37.96691672,0,0,0,0,NA,NA,NA,15.5,0
AA_0821,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,15.5,0
AA_0844,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,NA,NA,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,39.82,NA,NA,NA,16.26,0
AA_0850,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,TRUE,TRUE,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0851,3/9/2021,2+2,Tes-Tes,7300_RealTimePCR + Quantstudio1,2,NA,NA,TRUE,TRUE,TRUE,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0
AA_0712,3/10/2021,3,Tes,Quantstudio1,1,NA,NA,TRUE,TRUE,TRUE,NA,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0
