# File Name: 2_AA_0883-0914.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-12 04:33:06 PM UTC
# Run End Date/Time: 2021-10-12 05:33:44 PM UTC
# Run Duration: 60 minutes 37 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-12 04:41:02 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-12 09:46:00 PM UTC
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Quantity Mean","Quantity SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Y-Intercept","R2","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"70","F10","AA_0912","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"71","F11","AA_0912","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"72","F12","AA_0912","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"73","G1","AA_0889","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","38.349871264653764","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"74","G2","AA_0889","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","38.349871264653764","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"75","G3","AA_0889","","Unknown","FAM","UNKNOWN","FAM","None","Inconclusive","38.349871264653764","38.349871264653764","0.31865420298990704","","","","true","0.0625138037451984","true","3","35","","","","","","","","","","","false"
"76","G4","AA_0897","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","34.864237226178105","0.0","1.1982443044622748","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"77","G5","AA_0897","","Unknown","FAM","UNKNOWN","FAM","None","Amp","34.016950552974606","34.864237226178105","0.8937647515024278","1.1982443044622748","","","true","0.0625138037451984","true","3","30","","","","","","","","","","","false"
"78","G6","AA_0897","","Unknown","FAM","UNKNOWN","FAM","None","Amp","35.7115238993816","34.864237226178105","0.7674554943701187","1.1982443044622748","","","true","0.0625138037451984","true","3","33","","","","","","","","","","","false"
"79","G7","AA_0905","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"80","G8","AA_0905","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"81","G9","AA_0905","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"82","G10","AA_0913","","Unknown","FAM","UNKNOWN","FAM","None","Amp","34.74013345785035","34.79481337202828","0.9539857350716773","0.8961243004007177","","","true","0.0625138037451984","true","3","29","","","","","","","","","","","false"
"83","G11","AA_0913","","Unknown","FAM","UNKNOWN","FAM","None","Amp","33.927281080129774","34.79481337202828","0.9476988417310381","0.8961243004007177","","","true","0.0625138037451984","true","3","30","","","","","","","","","","","false"
"84","G12","AA_0913","","Unknown","FAM","UNKNOWN","FAM","None","Inconclusive","35.71702557810471","34.79481337202828","0.9474765781673998","0.8961243004007177","","","true","0.0625138037451984","true","3","32","","","","","","","","","","","false"
"85","H1","AA_0890","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","37.17585538807545","0.0","1.4097063958250715","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"86","H2","AA_0890","","Unknown","FAM","UNKNOWN","FAM","None","Amp","38.17266834004558","37.17585538807545","0.3753938502485109","1.4097063958250715","","","true","0.0625138037451984","true","3","36","","","","","","","","","","","false"
"87","H3","AA_0890","","Unknown","FAM","UNKNOWN","FAM","None","Amp","36.179042436105306","37.17585538807545","0.8958113117959784","1.4097063958250715","","","true","0.0625138037451984","true","3","32","","","","","","","","","","","false"
"88","H4","AA_0898","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"89","H5","AA_0898","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"90","H6","AA_0898","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"91","H7","AA_0906","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"92","H8","AA_0906","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"93","H9","AA_0906","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"94","H10","AA_0914","","Unknown","FAM","UNKNOWN","FAM","None","Amp","35.74313049959429","36.86516747576069","0.8764728851854252","1.7105676408868449","","","true","0.0625138037451984","true","3","32","","","","","","","","","","","false"
"95","H11","AA_0914","","Unknown","FAM","UNKNOWN","FAM","None","Inconclusive","38.83395598133098","36.86516747576069","0.07170562431354954","1.7105676408868449","","","true","0.0625138037451984","true","3","36","","","","","","","","","","","false"
"96","H12","AA_0914","","Unknown","FAM","UNKNOWN","FAM","None","Amp","36.018415946356825","36.86516747576069","0.9137025549267299","1.7105676408868449","","","true","0.0625138037451984","true","3","31","","","","","","","","","","","false"
